MODEL IN LIST,ALFA PRODUCT UPLOADED,LIST PRICE,PROFIT - DC,ALFA 13%,FINAL,MODEL IN LIST NOT AT ALFA,LOWEST,,,EW,LOWEST,Lowest - 10%,EW-10%,,,
24 HJ FLOOR,Haier Floor Standing HPU-24HJ/013WSDC(G)-PURIFIER T3 PLUS INVERTER-By Electronics World," 295,000 "," 311,000 "," 334,409 "," 334,500 ",NEW-NOT UPLOADED,,,,,,,,,,
24 CEO3,Haier Floor Standing HPU-24CE03 AC 2 Ton Non Inverter Cool Only Cabinet  With Kit-By Electronics World," 215,000 "," 231,000 "," 248,387 "," 248,500 ",OK,248000," 15,640 ",,,,,,,,
24 HD/Z W,Haier HPU-24HDZ/012DC(G) Duzin Inverter FLOOR AC 2 Ton With Official Warranty-By Electronics World," 268,000 "," 284,000 "," 305,376 "," 305,500 ",OK,305000," 15,650 ",,,,,,,,
24 HDZ UV,Haier 24HDZ UV 2.0 Ton Inverter Floor Standing AC-By Electronics World," 270,000 "," 286,000 "," 307,527 "," 307,500 ",OK,307000," 15,510 ",,,,,,,,
24 HE/DC,Haier Floor Standing AC 2-Ton Inverter HPU-24HE/DC with Kit-By Electronics World," 238,500 "," 254,500 "," 273,656 "," 273,500 ",OK,273500," 15,855 ",,,,,,,,
48 CEO3,Haier Cabinet AC 4 Ton Non Inverter Cool Only HPU-48CE03-(R410a)-By Electronics World," 334,000 "," 350,000 "," 376,344 "," 376,500 ",OK,376500," 16,145 ",,,,,,,,
48 CE/DC,Haier Cabinet Cool Only 4-Ton Inverter HPU-48CE/DC (Cool Only)-By Electronics World," 444,000 "," 460,000 "," 494,624 "," 494,500 ",OK,494500," 15,885 ",,,,,,,,
48 EDC,HAIER HPU-48E/DC FLOOR DC Inverter Cabinet Type Air Conditioner (H&C)-By Electronics World," 487,000 "," 503,000 "," 540,860 "," 541,000 ",OK,541000," 16,130 ",,,,,,,,
GREE,,,,,,,,,,,,,,,,
GREE Split 12CM 11 AC 1 TON Charmo Series (Fixed Speed)-By Electronics World,GREE Split 12CM 11 AC 1 TON Charmo Series (Fixed Speed)-BE-On Installments," 117,000 "," 123,000 "," 132,258 "," 132,000 ",OK,132000," 5,760 ",,,,,,,,
GREE Split 18CM 11 AC 1.5 TON Charmo Series (Fixed Speed)-By Electronics World,GREE Split 18CM 11 AC 1.5 TON Charmo Series (Fixed Speed)-BE-On Installments," 142,000 "," 148,000 "," 159,140 "," 159,000 ",OK,159000," 5,870 ",,,,,,,,
GREE Split 24CM 11 AC 2 TON Charmo Series (Fixed Speed)-By Electronics World,GREE Split 24CM 11 AC 2 TON Charmo Series (Fixed Speed)-BE-On Installments," 208,000 "," 214,000 "," 230,108 "," 230,000 ",OK," 230,000 "," 5,900 ",,,,,,,,
 12 PITH 10W ,Gree 1 Ton DC Inverter A/C Only Cool GS-12PITH-10W -By Electronics World," 118,500 "," 124,500 "," 133,871 "," 134,000 ",NO," 134,000 "," 6,120 ",,,,,,,,
 18 PITH 10W ,Gree 1.5 Ton DC Inverter A/C Only Cool GS-18PITH-10W -By Electronics World," 141,000 "," 147,000 "," 158,065 "," 158,000 ",OK," 158,000 "," 5,940 ",,,,,,,,
 24 PITH 10W ,Gree 2 Ton DC Inverter A/C Only Cool GS-24PITH-10W -By Electronics World," 209,000 "," 215,000 "," 231,183 "," 231,000 ",OK,231000," 5,830 ",,,,,,,,
12 PITH 11W,Gree GS-12PITH11W Heat & Cool Inverter 1.0 Ton -By Electronics World," 120,000 "," 126,000 "," 135,484 "," 137,000 ",OK,135500," 6,015 ",,,,,,,,
18 PITH 11W,Gree GS-18PITH11W Heat & Cool Inverter 1.5 Ton -By Electronics World," 146,000 "," 152,000 "," 163,441 "," 166,500 ",OK,163000," 5,590 ",,,,,,,,
24 PITH 11W,Gree GS-24PITH11W Heat & Cool Inverter 2 Ton -By Electronics World," 212,000 "," 218,000 "," 234,409 "," 236,500 ",OK," 234,000 "," 5,620 ",,,,,,,,
12 PITH 11S,," 123,000 "," 129,000 "," 138,710 "," 138,500 ",NEW NO,," (123,000)",,,,,,,,
18 PITH 11S,Gree 18PITH11S 1.5-Ton Pular DC Inverter AC Heat and Cool-By Electronics World," 150,000 "," 156,000 "," 167,742 "," 168,000 ",image issue," 168,000 "," 6,240 ",,,,,,,,
24 PITH 11S,GREE 24PITH11S Split AC 2 TON Pular Series (Inverter)-By Electronics World," 222,000 "," 228,000 "," 245,161 "," 245,000 ",OK," 245,000 "," 5,850 ",,,,,,,,
12 PITH 14S,," 123,000 "," 129,000 "," 138,710 "," 138,500 ",NEW NO,," (123,000)",,,,,,,,
18 PITH 14S,Gree 18PITH14S 1.5-Ton Pular DC Inverter AC Heat and Cool-By Electronics World," 150,000 "," 156,000 "," 167,742 "," 168,000 ",OK," 168,000 "," 6,240 ",,,,,,,,
24 PITH 14S,Gree 24PITH14S 2-Ton Pular DC Inverter AC Heat and Cool-By Electronics World," 222,000 "," 228,000 "," 245,161 "," 245,000 ",image issue,," (222,000)",,,,,,,,
12 AITH,GREE 12 AITH Split AC 1 TON Airy (Inverter)-By Electronics World," 172,000 "," 178,000 "," 191,398 "," 191,500 ",NOT IN LIST," 191,500 "," 6,095 ",,,,,,,,
18 AITH,GREE 18 AITH Split AC 1.5 TON Airy (Inverter)-By Electronics World," 225,000 "," 231,000 "," 248,387 "," 248,500 ",NOT IN LIST," 248,500 "," 6,105 ",,,,,,,,
26 AITH,GREE 26 AITH Split AC 2 TON Airy (Inverter)-By Electronics World," 268,000 "," 274,000 "," 294,624 "," 294,500 ",OK," 294,500 "," 5,885 ",,,,,,,,
18 FITH 1,GREE Split AC 1.5 TON Fairy Series 18FITH 1 (Inverter)-By Electronics World," 205,000 "," 211,000 "," 226,882 "," 227,000 ",image issue,227000," 6,110 ",,,,,,,,
24 FITH 1,GREE Split AC 2 TON Fairy Series 24 FITH 1(Inverter)-By Electronics World," 260,000 "," 266,000 "," 286,022 "," 286,000 ",image issue,286000," 5,980 ",,,,,,,,
24 FITH 2,GREE Split AC 2 TON Fairy Series 24 FITH 2(Inverter)-By Electronics World," 260,000 "," 266,000 "," 286,022 "," 286,000 ",image issue,286000," 5,980 ",,,,,,,,
24 FITH 3,GREE Split AC 2 TON Fairy Series 24 FITH 3 (Inverter)-By Electronics World," 260,000 "," 266,000 "," 286,022 "," 286,000 ",image issue,286000," 5,980 ",,,,,,,,
12 FITH 3W,GREE 12 FITH 3W Split AC 1 TON Fairy (Inverter)-By Electronics World," 157,500 "," 163,500 "," 175,806 "," 176,000 ",OK,176000," 6,180 ",,,,,,,,
12 FITH 6C/S,Gree Air Conditioner 1 ton DC Invertor GS 12FITH 6 Wifi-By Electronics worlds," 146,000 "," 152,000 "," 163,441 "," 166,500 ",image issue,163500," 6,055 ",,,,,,,,
18 FITH 6C/S,Gree Air Conditioner 1.5 ton DC Invertor GS 18FITH 6 Wifi-By Electronics worlds," 181,000 "," 187,000 "," 201,075 "," 206,500 ",OK,201000," 5,930 ",,,,,,,,
24 FITH 6C/S,Gree Air Conditioner 2 ton DC Invertor GS 24FITH 6 Wifi-By Electronics worlds," 245,000 "," 251,000 "," 269,892 "," 270,000 ",image issue,270000," 6,100 ",,,,,,,,
18 FITH 7,Gree GS 18 FITH 7 Split AC Inverter (1.5 Ton) - Fairy Royal-By Electronics World," 186,000 "," 192,000 "," 206,452 "," 206,500 ",OK,206500," 6,045 ",,,,,,,,
GREE FLOOR,,,,,,,, -   ,,,,,,,,
24 TF,GREE 24 TF Floor Standing 2 Ton T Fresh (Cool Only)-By Electronics World," 273,000 "," 289,000 "," 310,753 "," 310,500 ",OK,310000," 15,300 ",,,,,,,,
48 TF,GREE 48 TF Floor Standing 4 Ton T Fresh (Cool Only)-By Electronics World," 540,000 "," 556,000 "," 597,849 "," 598,000 ",OK,598000," 16,140 ",,,,,,,,
24 TFIH,GREE 24 TFIH Floor Standing AC 2 TON - T Fresh (Inverter)-By Electronics World," 337,000 "," 353,000 "," 379,570 "," 379,500 ",OK,379500," 15,935 ",,,,,,,,
36 TFIH,GREE 36 TFIH Floor Standing AC 3 Ton T Fresh Inverter-By Electronics World," 430,000 "," 446,000 "," 479,570 "," 479,500 ",OK,479500," 15,935 ",,,,,,,,
48 TFIH,GREE 48 TFIH Floor Standing 4 Ton T Fresh Inverter-By Electronics World," 630,000 "," 646,000 "," 694,624 "," 694,500 ",OK,694500," 15,885 ",,,,,,,,
24 VTIH,GREE 24 VTIH Value Time Floor Standing AC (Inverter)-By Electronics World," 430,000 "," 446,000 "," 479,570 "," 479,500 ",OK,479500," 15,935 ",,,,,,,,
ECOSTAR,,,,,,,, -   ,,,,,,,,
 Ecostar Emperor/Duke 1 TON (W) , EcoStar AC 1 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds ," 96,000 "," 102,000 "," 109,677 "," 110,000 ", OK ," 109,500 "," 5,835 ",,,,,,,,
 Ecostar Emperor/Duke 1.5 TON (W) , EcoStar AC 1.5 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds ," 117,000 "," 123,000 "," 132,258 "," 132,000 ", OK ," 132,000 "," 5,760 ",,,,,,,,
 Ecostar Emperor/Duke 2 TON (W) , EcoStar AC 2 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds ," 176,000 "," 182,000 "," 195,699 "," 195,500 ", OK ," 195,500 "," 5,815 ",,,,,,,,
 Ecostar Emperor/Duke 1 TON B/G , EcoStar AC 1 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds ," 98,000 "," 104,000 "," 111,828 "," 112,000 ", OK ," 112,000 "," 6,160 ",,,,,,,,
 Ecostar Emperor/Duke 1.5 TON B/G , EcoStar AC 1.5 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds ," 118,000 "," 124,000 "," 133,333 "," 133,500 ", OK ," 133,500 "," 6,155 ",,,,,,,,
 Ecostar Emperor/Duke 2 TON B/G , EcoStar AC 2 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds ," 178,000 "," 184,000 "," 197,849 "," 198,000 ", OK ," 198,000 "," 6,140 ",,,,,,,,
Ecostar 12pro T3,EcoStar 12Pro T3 Prince Series 1 TON Inverter Split AC (Heat & Cool)-By Electronics World," 117,000 "," 123,000 "," 132,258 "," 132,000 ", OK ,132000," 5,760 ",,,,,,,,
Ecostar 18pro T3,EcoStar 18Pro T3 Prince Series 1.5 TON Inverter Split AC (Heat & Cool)-By Electronics World," 151,000 "," 157,000 "," 168,817 "," 169,000 ", OK ,169000," 6,170 ",,,,,,,,
Ecostar 24pro T3,EcoStar 24Pro T3 Prince Series 2 TON Inverter Split AC (Heat & Cool)-By Electronics World," 203,000 "," 209,000 "," 224,731 "," 225,000 ", OK ,225000," 6,250 ",,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
